,Address,Type,Name
1016,respicare ,Hospitals/Healthcare,"No 78, 11th Cross, Near Indiranagar Metrostation,  â€˜Aâ€™ entrance Off CMH Road, Indiranagar, Bengaluru â€“ 560 038"
1017,DermaVue ,Hospitals/Healthcare,"first floor , Iyakara peniel tower , Opp Indian Overseas Bank, Thukalassery Titruvalla"
1018,Dr Pais hairgrow clinic ,Hospitals/Healthcare,"2nd Floor, Saraswathy Memorial Bldg. Civil Lane Road, Chungam Jn. Ayyanthole, Thrissur - 680003"
1019,euroskin  ,Hospitals/Healthcare,"Vardaan Market, 3rd floor (Room No. 309) 25A, Camac street Kolkata-700016"
1020,"American Smiles Dental Clinic near Sarjapur Main Road, Bangalore ",Hospitals/Healthcare,"# 10/3 2055, Kaikondrahalli Sarjapura Main Road, Carmelaram Post Opp Fire Station, Near Stoners Icecream"
1021,Respikart ,Hospitals/Healthcare,"108, FF, Delhi Chamber, New Delhi, Delhi - 110002"
1022,Dr sachin Mahajan Brain and Spine specialist in Pune ,Hospitals/Healthcare,"Sahyadri Speciality Hospital, Shastri Nagar Chowk, Near Yerwada Police Station, Pune - 411006"
1023,Dr Manu Mengi Joint And Pain Doctor ,Hospitals/Healthcare,"Health Square SCO - 655, Sector 70, Sahibzada Ajit Singh Nagar, Punjab 160071"
1024,drgeethaoncologist ,Hospitals/Healthcare,"6-3-871/A, Greenlands Road, Behind Snehalatha Complex, Begumpet, Punjagutta Officers Colony, Punjagutta, Hyderabad, Telangana 500016"
1025,SAMAHITHA RESEARCH SOLUTIONS ,Hospitals/Healthcare,"#1278, Level 1, 25th Main Road, 40th Cross, 9th Block, Jayanagar,"
1026,Advis Dental Clinic ,Hospitals/Healthcare,"938, 16th Main Rd, BTM 2nd Stage, Kuvempu Nagar, Stage 2, BTM Layout, Bengaluru, Karnataka 560076"
1027,Sathyam Homeopathy Clinic ,Hospitals/Healthcare,"2nd Floor,chaitanya chamber,Besides HP Petrol Pump,Chaitanyapuri,Dilsuknagar,Hyderabad - 500060"
1028,Express Clinics ,Hospitals/Healthcare,"E-Space IT Park, Nagar Rd, Aga Nagar, Wadgaon Sheri, Pune, Maharashtra 411014"
1029,Delhi IVF and Fertility Research Center ,Hospitals/Healthcare,"23, Todar Mal Lane, Bengali Market, Opp. Nathus Sweets, Near Mandi House Metro Station, ZIP -110001"
1030,Dr. Niren Rao | Best Urologist in Delhi | AIIMS Certified Top Doctor ,Hospitals/Healthcare,"E-33, Paryavaran Complex, IGNOU Road, Z Morh Near Labour Chowk, Near Saket Metro Station, New Delhi, Delhi"
1031,Shuddhi ,Hospitals/Healthcare,"Showroom No. : 12, Kalgidhar Enclave,Shimla Highway, Baltana, Near K- Area Light Point."
1032,Vydehi Ayurveda ,Hospitals/Healthcare,"#82, EPIP Area, near BMTC 18th Depot, Nallurhalli, Whitefield, Bengaluru, Karnataka 560066"
1033,Anwari Surgicals ,Hospitals/Healthcare,"Shop No. 7, Safdarjung Hospital, Gate No. 2 Near Metro Station, opp. AIIMS Hospital, New Delhi "
1034,Ratna Prabha Dental Clinic ,Hospitals/Healthcare,"Bhoomi Paradise, Shop No. 17,, Plot No- 2and 3,Sector 11, Sanpada (E)"
1035,Pride Dental Clinic ,Hospitals/Healthcare,"Plot no-17, Sector 5 Kopar Khairane, Navi mumbai"
1036,her fitness ,Hospitals/Healthcare,"A-29, Vishal Enclave, Vishal Cinema Rd, Rajouri Garden"
1037,Arun Imaging ,Hospitals/Healthcare,"D-29, Opposite Vivekanand Mahila College, Vivek Vihar, New Delhi, Delhi - 110095, India, D-29, Opposite Vivekanand Mahila College, Vivek Vihar, New Delhi, Delhi - 110095, India"
1038,DELTA Q LABS ,Hospitals/Healthcare,"36/A, Cuddalore Main Road, (Near Communist Party Office), Mudaliarpet,"
1039,Dr Nishant Sanghavi cancer Doctor Near Me ,Hospitals/Healthcare,"1st Floor, Viva Atelier, Opp. BD Patel House, Near Sardar Patel Statue, Behind Sardar Patel Colony"
1040,Dr Nevins Family Dental Clinic ,Hospitals/Healthcare,"Suriyani palli junction, Palluruthy P.O 682006 Near Thoppumpady"
1041,Braces Specialist in Najafgarh Dwarka ,Hospitals/Healthcare,"RZ-16 , ROSHAN GARDEN BHAI BHARAT SINGH MARG , NEAR HANUMAN MURTI , NAJAFGARH"
1042,NorthEast BioLab ,Hospitals/Healthcare,"NorthEast Bioanalytical Laboratories LLC, 925 Sherman Avenue, Hamden, CT 06514, https://www.nebiolab.com"
1043,leor24 skin and hair CILIN ,Hospitals/Healthcare,"201, 2nd Floor, Business Square Building, Lane Number 5, Koregaon Park"
1044,Herbs Solutions By Nature ,Hospitals/Healthcare,"Saint Johns Hill, London SW11 1AD, UK"
1045,Nurse Home Health Care Services ,Hospitals/Healthcare,"1st Floor, 527 1st Cross, VR Layout Mathikere Market, Bengaluru 560054."
1046,Dr Reddy Lab  ,Hospitals/Healthcare,"LGF-6/7 Narayana Plaza, Near Engineering College Chauraha Aliganj, Lucknow"
1047,Yoga Vijnana ,Hospitals/Healthcare,yvijnana@gmail.com
1048,Aadi Medi Solutions ,Hospitals/Healthcare,"Aadi Medi Solutions, Ke-4, Kabir Marg, Banipark, Jaipur, Rajasthan"
1049,Kind and Care ,Hospitals/Healthcare,C-591|Ground Floor|Avantika| Rohini|Sector-1| Behind Water Tank| New Delhi-110085| India
1050,Tricity Urologist ,Hospitals/Healthcare,"Mayo Super Speciality Hospital, Sec 69, Mohali"
1051,Radiance Clinics ,Hospitals/Healthcare,"Plot No â€“ N/1-46, IRC Village, First lane"
1052,Ashapura Maa Jain Hosptial - Eye Hospital in Maninagar ,Hospitals/Healthcare,"2, Harshad Chamber,opposite Vallabhnagar BRTS,Odhav ,Gujarat"
1053,Nutra Healthcare India ,Hospitals/Healthcare,"Plot No.: 29 & 30, Soham Industrial Estate, Near N.H-8, Opposite Hero Showroom,kamrej-394185. Surat.(Guj) India"
1054,PCDPharmafranchise ,Hospitals/Healthcare,"S5, Highway Estate (New Sagar Estate, Sanand - Sarkhej Rd, opposite Kiran Motors, Makarba, Ahmedabad, Gujarat 382210"
1055,SHUBHAM SKIN CLINIC ,Hospitals/Healthcare,"Shubhankar residency, first floor,suncity road, near anand nagar fire brigade, sinhagad road Pune - 411041"
1056,Joint Replacement Hospital  Doctor in Gota Ahmedabad ,Hospitals/Healthcare,"floor 202, Arihant Orthopaedic Hospital - Upnishad Second, 203, Manek Baug Rd, Mahatma Gandhi Kunj Society, Manekbag Society, Ambawadi, Ahmedabad, Gujarat 380015"
1057,Narendra Dental ,Hospitals/Healthcare,"RK Nagar, Near Maruti nursing home, Rukminidevi colony, West Marredpally, Secunderabad"
1058,Sri Yoga Peeth ,Hospitals/Healthcare,"Near Post Office, Laxman Jhula, Rishikesh"
1059,Rajiv Gandhi Cancer Institute And Research Centre ,Hospitals/Healthcare,"Sir Chotu Ram Marg, Sector â€“ 5, Rohini Institutional Area, Rohini, New Delhi, Delhi â€“ 110085, India"
1060,KSM Laboratory Glassworks ,Hospitals/Healthcare,"No : TS,73 , Thiru-vi-ka industrial estate ,  Ekkattuthangal,chennai -"
1061,Hatha Yoga School Rishikesh ,Hospitals/Healthcare,"Hatha Yoga School Rishikesh Next to AYM Yoga School Baba Balaknath Street, Upper Tapovan, Rishikesh Tehri Garwal, Uttarakhand"
1062,Gurgaon multispecilaty Clinics  ,Hospitals/Healthcare,"Gurgaon Multispeciality Clinic, 194 P, Sector 27 Gurgaon, 122009"
1063,LV Dental Square ,Hospitals/Healthcare,"#404, 4th block, 4th Main Rd, HBR 1st Stage, 3rd Block, Kadugondanahalli, Kalyan Nagar Bengaluru, Karnataka"
1064,Skooc ,Hospitals/Healthcare,"#55, 4th block, 1st Main Rd, S.T. Bed, S T Bed Lay"
1065,Adro Hearing Aid Centre ,Hospitals/Healthcare," 322 (47-B), First Floor Velachery Main Road Velachery, "
1066,karishma Cosmetic ,Hospitals/Healthcare,"233 M G road , 2nd floor above ICICI Bank near Kohinoor hotel CAMP PUNE 411001"
1067,BELLEZON PROFESSIONAL ,Hospitals/Healthcare,"418, 4th floor, Unitech Arcadia, south city 2 Gurgaon, Pincode-122001"
1068,SHINE DENTAL CARE ,Hospitals/Healthcare,"Amalorpavi office complex,opposite National College,near ooty fresh,Karumandapam"
1069,PIYUSH DENTAL CARE ,Hospitals/Healthcare,"2nd floor dosa plaza building,lal bahadur shastri marg,civil lin, Near Vishal Mega mart"
1070,zero g beds llp ,Hospitals/Healthcare,"307, Samruddhi Commercial Complex, Chincholi Bunder Road,Off Link Road, Malad (West) Mumbai - 400 064, INDIA."
1071,Ayurvedic Treatment For PCOD Cycloherb ,Hospitals/Healthcare,"Commerce Center, Tardeo Road, Mumbai Central."
1072,SybridMD ,Hospitals/Healthcare,"1595 Grand Ave, Baldwin, NY 11510, USA"
1073,Nayar Dental Clinic Noida ,Hospitals/Healthcare,"E- 25, Sector-27, Near Indra Market Noida,"
1074,cochiseheart ,Hospitals/Healthcare,"1590 Paseo San Luis, Ste 102  Sierra Vista, AZ. 85635"
1075,Rajkumari aya and nurse service center ,Hospitals/Healthcare,"39/54,K.C.Sen road rishra,hooghly,near sebasadan hospital, infront of auto stand of delhi road (basanta kanan). kolkata, W.B, Rajkumari Aya Service Centre is one among the most effective Aaya centre/nurse centre in Kolkata, West Bengal, India. In this bus"
1076,Indo German Natural Health ,Hospitals/Healthcare,"13 Noble enclave, Opp Maruti factory gate No 1, Near Sheetal Hotel"
1077,medtour4health ,Hospitals/Healthcare,c 97 ambedkar nagar
1078,Eklavya Surgicals  ,Hospitals/Healthcare,"F-1, 570, Surya Nagar, Gopalpura Bypass"
1079,The Fertility Clinic in Delhi ,Hospitals/Healthcare,"B 517, New Friends Colony"
1080,mums Fertility centre ,Hospitals/Healthcare,"Near JNTU - Hitech City Road, Kukatpally Housing Board Colony, Hyderabad, Telangana "
1081,Divine Mother ,Hospitals/Healthcare,"209, Iscon Centre, Shivranjani Cross Road, Satellite, Ahmedabad -"
1082,7DaysWeightLoss ,Hospitals/Healthcare,"SAS WeightLossCenter,Near sangamam kalyanamandapam,pothanur main road,Coimbatore-641023."
1083,sanrai Shop ,Hospitals/Healthcare,"Elante Office Tower B, Elante, Office No. 506,5th Floor Plot No.178-178A Industrial Area Phase1 160001"
1084,Healthy Homes India ,Hospitals/Healthcare,C-591|Ground Floor|Avantika| Rohini|Sector-1| Behind Water Tank| New Delhi-110085| India
1085,Symbion VIP Dignostics Pathology Laboratory ,Hospitals/Healthcare,"G - 11, Ratnadeep Complex,, Opp Prernatirth Derasar, Jodhpur, Satellite,, Ahmedabad, Gujarat 380015"
1086,Kavitha Skin Clinics ,Hospitals/Healthcare,"86-05-05 Tilak Road Near Sai baba temple Rajahmundry, 533101"
1087,Dr Mohit Bhandari ,Hospitals/Healthcare,"SAIMS Campus, Indore-Ujjain State Highway"
1088,Apple Skin Clinic Delhi ,Hospitals/Healthcare,"1212, D Mall Netaji subhash Place Opposite Netaji Subhash Place metro station Pitampura, New Delhi"
1089,Niti Ayurveda ,Hospitals/Healthcare,"Niti Ayurveda India # 1766, Sector-39B"
1090,diets and more ,Hospitals/Healthcare,"shreya@dietsandmore.co.in, info@dietsandmore.co.in"
1091,Sai Bhaskar Hospital ,Hospitals/Healthcare,"6/12 Arundelpet, Guntur,Andhra Pradesh."
1092,dr Nivedita dadu Dermatology  Clinic ,Hospitals/Healthcare,"J-12/28, 1st Floor, Rajouri Garden New Delhi -110027, India"
1093,Urology superspeciality Care ,Hospitals/Healthcare,"Zoo-Narengi Road, near Gita Mandir, Mathgharia, Guwahati, Assam 781020"
1094,Procerus Clinic ,Hospitals/Healthcare,"J-87 Lower Ground Floor, J-Block Kalakaji, New Delhi â€“ 110019 (Near Govind Puri Metro Station)"
1095,Nutriadvice ,Hospitals/Healthcare,"D-13, Basement Gulmohar Park, South Delhi, New Delhi (India)"
1096,DR Paish hair grow clinic ,Hospitals/Healthcare,"2nd Floor, Saraswathy Memorial Bldg. Civil Lane Road, Chungam Jn. Ayyanthole, Thrissur - 680003"
1097,Indira IVF PVT LTD ,Hospitals/Healthcare,"44, Amar Niwas, Opp. M.B. College, Kumharon Ka Bhatta"
1098,Dalvkot Wound Care ,Hospitals/Healthcare,"Dalvkot Wound Care, Vydehi Campus, Whitefield"
1099,Dr Cure and Care ,Hospitals/Healthcare,"2E/4, 3rd Floor, Jhandewalan Extension, New Delhi-110055"
1100,Best Oncologist in Delhi NCR ,Hospitals/Healthcare,"C-3/77, Near Saraswati Shishu Vidyalay, Sector-31, Noida, Uttar Pradesh 201301"
1101,Daivam Wellness ,Hospitals/Healthcare,"45, Nathupur Rd, DLF Phase 3, Sector 24, Gurugram, Haryana "
1102,fitness4you ,Hospitals/Healthcare,",chapekar chowk, chinchwadgaon-411033"
1103,Poomully mana ,Hospitals/Healthcare,"Poomully Mana Ayurvedic Hospital, Peringode (PO), Via. Koottanadu, Palakkad Dist, Kerala, India"
1104,medinnovasystems ,Hospitals/Healthcare,"E-114 GIDC - Savli, Manjusar Savli Road"
1105, Electro Range MFG Co ,Hospitals/Healthcare,250 Meter Daska Road Ghuinke Sialkot 54010 Pakistan
1106,Neuracle lifesciences ,Hospitals/Healthcare,"SCF-406, Second Floor, Motor Market, Manimajra, Chandigarh, 160101"
1107,Clinic Dermatech Defence colony ,Hospitals/Healthcare,"3rd Floor, D-1, Defence Colony, New Delhi, Delhi 110024"
1108,Dr Abhishek Mishra ,Hospitals/Healthcare,"D-40, LGF, Hauz Khas, New Delhi"
1109,Capri4Physio ,Hospitals/Healthcare,"Capri Spine Clinic, 179, Jagriti Enclave, Vikas Marg Delhi, India"
1110,Cosmetic 360 ,Hospitals/Healthcare,"H.No 20/6, Chinmaya Jyothi Enclave, JNTU Rd, K P H B Phase 6, Kukatpally, Hyderabad, Telangana 500072"
1111,Drwajid ,Hospitals/Healthcare,"National Hospital, Sector L Dha Phase 1, Lahore, Punjab, Pakistan"
1112,OXFORD DIAGNOSTICS ,Hospitals/Healthcare,"KARSAN CHAMBER K2 NEAR HERITAGE HOSPITAL, DEVENDER NAGAR SEC 2, LAL CHOK. 3 FLOOR RAIPUR CG"
1113,Shine hair studio india ,Hospitals/Healthcare,"Rd Number 36, Amar Co-Operative Society, Kavuri Hills, Madhapur, Hyderabad"
1114,sattvikspine ,Hospitals/Healthcare,"No. 13 [old no. 1721], Vrindavan, 41 A Cross, 18th Main,			 Jayanagar 4th T Block, Bangalore 560041, India	"
1115,Uma Cancer foundation ,Hospitals/Healthcare,"5-9-30/13-15A, 1st floor, Mor chambers, Basheer bagh, Hyderabad -500029"
1116,Cara Aesthetics ,Hospitals/Healthcare,"305 Business Suits 9, 3rd floor,SV Road, Santacruz West,Mumbai - 400054"
1117,The Skin Centre ,Hospitals/Healthcare,"C 47, South Extension Part 2, Apt. No. or Suite No"
1118,Dawakhana Hakim Ajmal Khan ,Hospitals/Healthcare,"155-M, Quaid-e-Azam Industrial Estate, Lahore - Pakistan"
1119,Harsha Skin Hair & Laser Clinic ,Hospitals/Healthcare,"No 5/1033, 1st floor, 1st Main Road,OMR, Burma Colony, Perungudi"
1120,Denix Spa ,Hospitals/Healthcare,delhi
1121,velpanat price in india ,Hospitals/Healthcare,"Shop No.S-215,Second Floor,Manish Market,CSC,"
1122,Radiance Cosmedic Center ,Hospitals/Healthcare,"BE â€“ 106, Janakpuri  Near Mira Model School,"
1123,Vizag Liver Gastro ,Hospitals/Healthcare,"#14-36-12,Access pathlab Building,Near Zilla Parishad Jn,Maharanipeta,visakhapatnam-2."
1124,Head and Neck Doctor ,Hospitals/Healthcare,"Rajiv Gandhi Cancer Institute & Research Centre, Sir Chotu Ram Marg, Sector 5,"
1125,Consopharma Plus ,Hospitals/Healthcare,"RZC 50, Nihal Vihar, Nangloi"
1126,Learn Ivf ,Hospitals/Healthcare,"36 Turner Road, B wing #304,305 Third Floor Bandra West"
1127,Star Hospital Pune ,Hospitals/Healthcare,"Old Mumbai- Pune Highway, Next to Kundan Palace, opposite to Force Motors, Akurdi Gaothan, Vivek Nagar, Akurdi, Pune, Maharashtra 411035"
1128,Punyam Dental Office ,Hospitals/Healthcare,"Punyam Dental Office, P 67, sector 46,  Gurgaon, Haryana, Zip : 122003"
1129,Tarun Kapoor ,Hospitals/Healthcare,"G 103, Palm Residency, Near Heritage Lawn, Karnal"
1130,Neuroequilibrium Vertigo Clinic ,Hospitals/Healthcare,"140, Shrigopal Nagar, Gopalpura Bypass Road, "
1131,Dent Ally ,Hospitals/Healthcare,"B-18, Balbir Saxena Marg, Gulmohar Park New Delhi-110049"
1132,Muscle Volts ,Hospitals/Healthcare,"G 4, Ram Vihar "
1133,Geeta nursing bureau ,Hospitals/Healthcare,"C,154 shakurpur near Samrat cinema in Pitampura"
1134,The Aesculpir ,Hospitals/Healthcare,theaesculpir@gmail.com
1135,DermaCareClinic ,Hospitals/Healthcare,"Pooja Manor, Beside King and Carnival Bakery Himayat Nagar, Hyderabad, 500029"
1136,Kakinada ambulance  ,Hospitals/Healthcare,
1137,Vidhata leaf pvt ltd ,Hospitals/Healthcare,"302, gate no 1, hamidia road, bhopal"
1138,Livonta Global Pvt.Ltd ,Hospitals/Healthcare,"Celler 7,Neptune Tower Shopping Centre, Opp.Nehru Bridge,, Ashram Road,Ahmedabad-380009, Gujarat,India"
1139,Dr Ashish Saini ,Hospitals/Healthcare,"R-274, Chirag Enclave Main Road, Near Gurunanak Market, Greater Kailash I, New Delhi, Delhi"
1140,Magnacode ,Hospitals/Healthcare,"Plot No.21, Type C, House No.8-2-293/82/F/C-21,1st Floor, Road No.9, Film Nagar, Jubilee Hills, Hyderabad"
1141,Tara dental Clinic ,Hospitals/Healthcare,"Gas Godam Rd, near bhumiya mandir, Kusumkhera, Haldwani, Uttarakhand 263139"
1142,healthmatterco ,Hospitals/Healthcare,Ambassa Tripura
1143,Health First Center ,Hospitals/Healthcare,"D-772, Lower Ground Floor, Opp. Market 
No. 2, Block D, Chittaranjan Park, 
Delhi-110019"
1144,obe2slim ,Hospitals/Healthcare,"206, Titanium one, pakvan cross road, 
S G HIGHWAY, AHMEDABAD-380015, 
Gujarat(India)."
1145,Dental instruments ,Hospitals/Healthcare,"266, phase-2, Mohali"
1146,Primus Hospitals ,Hospitals/Healthcare,"Chandragupt Marg, Chanakyapuri
New Delhi, India
110021"
1147,Peoples Dental Clinic   ,Hospitals/Healthcare,"FS Plaza, Shop 5, Gr Floor, Jagat 
Farm, Block E, Chandila, Gamma 1
"
1148,Neo Essential Oils ,Hospitals/Healthcare,"Mayur Vihar, New Delhi, India - 110091"
1149,Ayurveda Mega Store ,Hospitals/Healthcare,"1271, Sector 43, St.Thomas Marg"
1150,e-Rad Imaging and Reporting Services (India) Pvt Ltd. ,Hospitals/Healthcare,"5th Floor, 2nd Block, My Home Hub, 
Hitech City, Hyd-500081"
1151,Sukriti Plastic and Pediatric Surgery Clinic ,Hospitals/Healthcare,"Scheme No 74 CH-3, Near Prestige 
College"
1152,SKK Ayurveda and Panchakarma ,Hospitals/Healthcare,"C-2/95, Janak Puri Near Kendriya 
Vidyala, New Delhi - 110058, India."
1153,Arogyanand Wellness ,Hospitals/Healthcare,"D216, Parsvnath Platinum"
1154,Sneh IVF ,Hospitals/Healthcare,"3rd floor, Sahjanand Palace, Above 
Gopi Dining Hall, Anand Nagar Cross 
Road, Prahladnagar,Ahmedabad 
Gujarat 380051
"
1155,INDHEAL ,Hospitals/Healthcare,"#558, 3rd floor, 15th cross, Pragathy 
Layout, Doddanakundi Main Road., 
Bengaluru, Karnataka 560037"
1156,Getron Pharmaceutical ,Hospitals/Healthcare,"Nanhera Road, Kuldeep Nagar, Near Shiv 
Mandir, Ambala Cantt. 133001, Haryana 
India"
1157,Shanta Spine Hospital ,Hospitals/Healthcare,"1st Floor, Ashirwad Complex,
Near Somalwar High School,
Central Bazaar Road, Ramdaspeth,
Nagpur-440010"
1158,Dr Kumars Lifestyle Centre ,Hospitals/Healthcare,"B-584, Near gate no-2, Sainik Colony, 
Sector 49, Faridabad, Haryana 121001"
1159,Dr Gagan Gautam ,Hospitals/Healthcare,"MAX SMART SUPER SPECIALITY HOSPITAL,
1, PRESS ENCLAVE MARG, SAKET,
NEW DELHI, INDIA-11001"
1160,RWell Ayurveda ,Hospitals/Healthcare,"Vadodara, Gujarat"
1161,Health First Wellness Center ,Hospitals/Healthcare,"13 B, k Block, Saket,New Delhi- 110017"
1162,Shreevidya Herbal Researc Center Private Limited ,Hospitals/Healthcare,"Bhat Kaka Farm House Survey No. 28, 
Umbroli, Bharvi Dam Road, Rahtoli 
Chargaon Post,, Ambernath Taluka, 
Thane District"
1163,Kapil Eye Hospital ,Hospitals/Healthcare,"240 Vivek Vihar, opposite PWD rest 
house, civil lines,Ambala City"
1164,SouthEx Dental ,Hospitals/Healthcare,"A-6 Block A, South Extension II"
1165,Atlantes Beauty World  ,Hospitals/Healthcare,"Legacy Sannidhi, C wing, Shop NO 
102,Dighi,Pune"
1166,The Medical Park ,Hospitals/Healthcare,"Old No. 145, New No. 2,
Westminster Healthcare Building, 
6th Floor,
Nungambakkam High Road,
Chennai 600 034."
1167,Kogland Medicals ,Hospitals/Healthcare,"Kogland Commerce Pvt Ltd,
Unit IVB, 2nd Floor, Phase 1,
Carnival Infopark,
Kusumagiri P.O, Kakkanad,
Ernakulam, Kerala-682030"
1168,DrBhushans  ,Hospitals/Healthcare," D-178, 1st Floor, Sobo Center, 
Ahmedabad, India â€“ 380058.

"
1169,SquareRoot ,Hospitals/Healthcare,"Plot No 3115, Ambedkar Chowk, Sector 
46, Near Amity International School"
1170,DrTheeth Best Dentist in Mumbai ,Hospitals/Healthcare,"12/B Girichayya Loyalka Estate Near Bombay Garage, Behind Spices and Flavours Restuarant, Babulnath, Mumbai 400006."
1171,Radiant skin clinic ,Hospitals/Healthcare,"Greater Brijeshwari,Opp IDA Scheme 
140, Indore"
1172,Rsuren ,Hospitals/Healthcare,zirakpur
1173,River Day Spa and massage tiruchy ,Hospitals/Healthcare,"No. 75/E, Hotel Sonas, 1st Floor, 
Salai Road, Thillai Nagar, 
Tiruchirappalli, Tamil Nadu 620018"
1174,river Day Spa ,Hospitals/Healthcare,"No:85/86, Grand Residence Hotel, 
4th Floor, Opp- The Grand Sweets & 
Snacks,, Arcot Road, Karambakkam, 
Porur,, Chennai, Tamil Nadu 600116"
1175,Riverday Spa and  Massage Chennai ,Hospitals/Healthcare,"New No.7A, Old No 2/4 1st Floor, Tamil 
Salai, Egmore, Chennai, Tamil Nadu 
600008"
1176,TAF Wellness ,Hospitals/Healthcare,"28 saidulajab market  M.B Road New 
Delhi 110030"
1177,DoctorPlus ,Hospitals/Healthcare,"Praesidio DoctorPlus Private Limited
#729, Old DLF MG Road
Gurgaon, Haryana(122001)"
